Dependency=geometry_building_type_recs,Dependency=geometry_unit_cfa_bin,Dependency=major_elec_load_count,Dependency=panel_capacity,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
single-family detached,4000+,4,100,0.336150356,0.150892894,0.135728407,0.108759083,0.081808386,0.059125989,0.041571308,0.028645464,0.019438329,0.013030031,0.008649545,0.005695376,0.003724752,0.002421904,0.001566927,0.001009376,0.000647738,0.000414263,0.000264146,0.000167972,0.000106554,6.74E-05,4.26E-05,2.69E-05,1.69E-05,1.06E-05,6.67E-06,4.18E-06,2.62E-06,1.64E-06,1.02E-06,6.37E-07
single-family detached,4000+,3,<100,0.342286947,0.141896548,0.130156976,0.106354506,0.08157965,0.060125137,0.043108708,0.030291504,0.020960135,0.014328401,0.009699273,0.006512714,0.004343408,0.002879943,0.001900069,0.001248152,0.000816784,0.000532694,0.00034637,0.000224609,0.000145296,9.38E-05,6.04E-05,3.88E-05,2.49E-05,1.60E-05,1.02E-05,6.53E-06,4.17E-06,2.66E-06,1.69E-06,2.95E-06
single-family detached,4000+,3,201+,0.365953812,0.081046484,0.086392978,0.082038088,0.073129082,0.062634413,0.052187992,0.042616233,0.034268646,0.027223832,0.021416049,0.016711322,0.01295174,0.009979987,0.007651809,0.005841316,0.004442209,0.003366811,0.00254407,0.001917186,0.00144125,0.001081067,0.000809264,0.000604681,0.000451052,0.00033593,0.000406258,0.000185549,0.000137636,0.000101977,7.55E-05,5.58E-05
single-family detached,4000+,3,200,0.287715819,0.075440062,0.083624996,0.082577742,0.076546863,0.068177346,0.059072789,0.050162798,0.04194628,0.035203128,0.028347545,0.023002589,0.018538895,0.014855098,0.011844029,0.009402338,0.007435565,0.00586035,0.004604936,0.003608682,0.002821067,0.002200476,0.001712947,0.001330975,0.001032429,0.000799599,0.000618383,0.000477596,0.000368404,0.000283847,0.000218461,0.000167966
single-family detached,4000+,3,126-199,0.391609159,0.099011442,0.09935642,0.088817657,0.074531555,0.060093758,0.047136054,0.036234642,0.027429138,0.020513074,0.015191027,0.011158989,0.008141576,0.005905771,0.004262624,0.003063303,0.00219303,0.00158996,0.001113031,0.000789603,0.000558792,0.000394575,0.000278057,0.000195585,0.000137342,9.63E-05,6.74E-05,4.71E-05,3.29E-05,2.30E-05,1.60E-05,1.11E-05
single-family detached,4000+,3,125,0.391609159,0.099011442,0.09935642,0.088817657,0.074531555,0.060093758,0.047136054,0.036234642,0.027429138,0.020513074,0.015191027,0.011158989,0.008166838,0.005905771,0.004262624,0.003063303,0.00219303,0.001564698,0.001113031,0.000789603,0.000558792,0.000394575,0.000278057,0.000195585,0.000137342,9.63E-05,6.74E-05,4.71E-05,3.29E-05,2.30E-05,1.60E-05,1.11E-05
single-family detached,4000+,3,101-124,0.391609159,0.099011442,0.09935642,0.088817657,0.074531555,0.060093758,0.047136054,0.036234642,0.027429138,0.020513074,0.015191027,0.011158989,0.008141576,0.005905771,0.004262624,0.003063303,0.00219303,0.001564698,0.001113031,0.000789603,0.000558792,0.000394575,0.000278057,0.000195585,0.000137342,9.63E-05,6.74E-05,4.71E-05,3.29E-05,2.30E-05,4.13E-05,1.11E-05
single-family detached,4000+,3,100,0.34228882,0.141896548,0.130156976,0.106354506,0.08157965,0.060125137,0.043108708,0.030291504,0.020960135,0.014328401,0.009699273,0.006512714,0.004343408,0.002879943,0.001900069,0.001248152,0.000816784,0.000532694,0.00034637,0.000224609,0.000145296,9.38E-05,6.04E-05,3.88E-05,2.49E-05,1.60E-05,1.02E-05,6.53E-06,4.17E-06,2.66E-06,1.69E-06,1.08E-06
single-family detached,4000+,2,<100,0.349740316,0.132995207,0.124327155,0.103535391,0.080937383,0.060796857,0.044422306,0.031812025,0.022433599,0.015629209,0.010782335,0.007378533,0.005015025,0.003388915,0.002278665,0.001525503,0.001017389,0.000676227,0.000448114,0.000296148,0.000195241,0.000128431,8.43E-05,5.52E-05,3.61E-05,2.36E-05,1.54E-05,1.00E-05,6.52E-06,4.24E-06,2.75E-06,1.78E-06
single-family detached,4000+,2,201+,0.380790534,0.074252541,0.080264929,0.077291752,0.069867946,0.060913593,0.051274203,0.042459378,0.034623085,0.027892555,0.022250954,0.017607201,0.013838145,0.010813095,0.008407258,0.006508355,0.005019145,0.003857623,0.002955971,0.002258945,0.00172207,0.001309889,0.000994357,0.00075344,0.000569927,0.000430439,0.000324622,0.00024449,0.00018391,0.00013818,0.000103709,7.78E-05
single-family detached,4000+,2,200,0.300307342,0.069302436,0.077792165,0.077788615,0.073018636,0.06585666,0.057783037,0.049687589,0.042073913,0.035197215,0.029156909,0.023958302,0.019553137,0.015865779,0.01280969,0.010297418,0.008246311,0.006581465,0.00523692,0.004155796,0.003289821,0.002598536,0.002048375,0.001611716,0.001265995,0.000992881,0.000777563,0.000608125,0.001253305,0.000370615,0.000288845,0.000224888
single-family detached,4000+,2,126-199,0.405312188,0.091202493,0.0930027,0.084484536,0.072043764,0.059028788,0.047050692,0.036754885,0.028273628,0.021487131,0.016170115,0.012070608,0.008949341,0.006596864,0.004838561,0.003533519,0.002570634,0.001863823,0.001387027,0.000971268,0.000698488,0.000501207,0.000358921,0.000256555,0.000183073,0.000130434,9.28E-05,6.59E-05,4.68E-05,3.32E-05,2.35E-05,1.66E-05
single-family detached,4000+,2,125,0.405312188,0.091202493,0.0930027,0.084484536,0.072043764,0.059028788,0.047050692,0.036754885,0.028273628,0.021487131,0.016170115,0.012070608,0.008949341,0.006596864,0.004838561,0.003533519,0.002570634,0.001863823,0.001347285,0.001011011,0.000698488,0.000501207,0.000358921,0.000256555,0.000183073,0.000130434,9.28E-05,6.59E-05,4.68E-05,3.32E-05,2.35E-05,1.66E-05
single-family detached,4000+,2,101-124,0.405312188,0.091202493,0.0930027,0.084484536,0.072043764,0.059028788,0.047050692,0.036754885,0.028273628,0.021487131,0.016170115,0.012070608,0.008949341,0.006636606,0.004838561,0.003533519,0.002570634,0.001863823,0.001347285,0.000971268,0.000698488,0.000501207,0.000358921,0.000256555,0.000183073,0.000130434,9.28E-05,6.59E-05,4.68E-05,3.32E-05,2.35E-05,1.66E-05
single-family detached,4000+,2,100,0.349740316,0.132995207,0.124327155,0.103535391,0.080937383,0.06079359,0.044422306,0.031812025,0.022433599,0.015629209,0.010782335,0.007378533,0.005015025,0.003388915,0.002278665,0.001525503,0.001017389,0.000676227,0.000448114,0.000296148,0.000195241,0.000128431,8.43E-05,5.52E-05,3.61E-05,2.36E-05,1.54E-05,1.00E-05,6.52E-06,4.24E-06,6.02E-06,1.78E-06
single-family detached,4000+,1,<100,0.358503544,0.124232891,0.118289146,0.100333514,0.07988857,0.061118344,0.045487618,0.033178879,0.023831295,0.016910793,0.011882781,0.00828235,0.0057337,0.003946398,0.002702707,0.001842934,0.001251878,0.000847512,0.000572032,0.000385052,0.000258558,0.000173235,0.000115834,7.73E-05,5.15E-05,3.43E-05,2.28E-05,1.51E-05,1.00E-05,6.62E-06,4.38E-06,8.47E-06
single-family detached,4000+,1,201+,0.396687504,0.067794975,0.074278733,0.07249771,0.066423474,0.058474591,0.050078058,0.042031478,0.034739156,0.028697864,0.022935441,0.018395062,0.014653497,0.011605554,0.009145821,0.007176159,0.005609227,0.004369639,0.003393739,0.002628672,0.002031113,0.001565922,0.001204843,0.000925314,0.000709435,0.000543072,0.000415122,0.000316893,0.000241606,0.000183993,0.000139966,0.000106366
single-family detached,4000+,1,200,0.314051103,0.063469883,0.072111634,0.072985366,0.069343179,0.063302376,0.056217425,0.048929276,0.041935715,0.035508287,0.029772355,0.024761561,0.020454492,0.01679902,0.013728132,0.011169955,0.009053845,0.008395658,0.005890469,0.004731278,0.003790939,0.003030774,0.002418157,0.001925812,0.001531114,0.001215411,0.000963412,0.00076264,0.000602957,0.000476157,0.000375615,0.000296002
single-family detached,4000+,1,126-199,0.420117371,0.083708651,0.086757703,0.079987965,0.069276464,0.057649438,0.046670142,0.037027984,0.028929334,0.022329408,0.017066866,0.012939328,0.009743512,0.00729464,0.00543406,0.004030487,0.002978052,0.002193,0.001610035,0.001178846,0.00086103,0.000627507,0.000456396,0.000331333,0.000240133,0.000173764,0.000125557,9.06E-05,6.53E-05,4.70E-05,3.38E-05,2.43E-05
single-family detached,4000+,1,125,0.420117371,0.083708651,0.086696404,0.079987965,0.069276464,0.057649438,0.046731441,0.037027984,0.028929334,0.022329408,0.017066866,0.012939328,0.009743512,0.00729464,0.00543406,0.004030487,0.002978052,0.002193,0.001610035,0.001178846,0.00086103,0.000627507,0.000456396,0.000331333,0.000240133,0.000173764,0.000125557,9.06E-05,6.53E-05,4.70E-05,3.38E-05,2.43E-05
single-family detached,4000+,1,101-124,0.420117371,0.083708651,0.086696404,0.079987965,0.069276464,0.057649438,0.046670142,0.037027984,0.028929334,0.022329408,0.017066866,0.012939328,0.009743512,0.00729464,0.00543406,0.004030487,0.002978052,0.002193,0.001610035,0.001178846,0.00086103,0.000627507,0.000456396,0.000331333,0.000240133,0.000235063,0.000125557,9.06E-05,6.53E-05,4.70E-05,3.38E-05,2.43E-05
single-family detached,4000+,1,100,0.358503544,0.124232891,0.118289146,0.100333514,0.07988857,0.061123926,0.045487618,0.033178879,0.023831295,0.016910793,0.011882781,0.00828235,0.0057337,0.003946398,0.002702707,0.001842934,0.001251878,0.000847512,0.000572032,0.000385052,0.000258558,0.000173235,0.000115834,7.73E-05,5.15E-05,3.43E-05,2.28E-05,1.51E-05,1.00E-05,6.62E-06,4.38E-06,2.89E-06
single-family detached,4000+,0,<100,0.368558659,0.11565126,0.112094503,0.096785677,0.078446823,0.061092506,0.046284459,0.034366029,0.025136358,0.018150263,0.01298263,0.009211362,0.006491287,0.00454802,0.003170635,0.00220081,0.00152181,0.001048745,0.00072056,0.000493736,0.000337489,0.000230177,0.000156671,0.000106443,7.22E-05,4.89E-05,3.31E-05,2.23E-05,1.51E-05,1.01E-05,6.83E-06,4.59E-06
single-family detached,4000+,0,201+,0.41356853,0.061685331,0.068468152,0.067699917,0.062838406,0.056041596,0.048621741,0.041342565,0.034616388,0.028634954,0.023455734,0.019058246,0.015380225,0.012340336,0.009851981,0.007831277,0.006201308,0.004894018,0.003850687,0.003021593,0.00236523,0.00184735,0.001439956,0.001120335,0.000870183,0.000674831,0.00052258,0.000404138,0.000312152,0.000711788,0.000185592,0.000142883
single-family detached,4000+,0,200,0.328909263,0.057948511,0.066608923,0.068204867,0.065559529,0.060548666,0.054401143,0.04790252,0.041536139,0.035581503,0.03018285,0.025396717,0.021224661,0.019114524,0.014580368,0.012002203,0.009842267,0.008043791,0.006554158,0.005325961,0.004317365,0.003492031,0.002818782,0.002271138,0.001826794,0.001467093,0.001176519,0.000942234,0.000753665,0.000602136,0.000480551,0.000383128
single-family detached,4000+,0,126-199,0.43594766,0.076553502,0.080483303,0.075377086,0.066268997,0.055979595,0.04600275,0.037049703,0.02938347,0.023022467,0.017862342,0.013746949,0.010508001,0.007985801,0.006038778,0.004546656,0.003410177,0.002549137,0.001899765,0.00141199,0.001046895,0.000774485,0.000571804,0.000421385,0.00031001,0.000227717,0.000167027,0.000122348,8.95E-05,6.54E-05,0.000140468,3.48E-05
single-family detached,4000+,0,125,0.43594766,0.076553502,0.080483303,0.075377086,0.066268997,0.055979595,0.04600275,0.037049703,0.02938347,0.023022467,0.017862342,0.013839672,0.010508001,0.007985801,0.006038778,0.004546656,0.003410177,0.002549137,0.001899765,0.00141199,0.001046895,0.000774485,0.000571804,0.000421385,0.00031001,0.000227717,0.000167027,0.000122348,8.95E-05,6.54E-05,4.77E-05,3.48E-05
single-family detached,4000+,0,101-124,0.43594766,0.076553502,0.080483303,0.075377086,0.066268997,0.055979595,0.04600275,0.037049703,0.02938347,0.023022467,0.017862342,0.013746949,0.010508001,0.007985801,0.006038778,0.004639379,0.003410177,0.002549137,0.001899765,0.00141199,0.001046895,0.000774485,0.000571804,0.000421385,0.00031001,0.000227717,0.000167027,0.000122348,8.95E-05,6.54E-05,4.77E-05,3.48E-05
single-family detached,4000+,0,100,0.368558659,0.11565126,0.112094503,0.096785677,0.078446823,0.061092506,0.046284459,0.034366029,0.025127017,0.018150263,0.01298263,0.009211362,0.006500628,0.00454802,0.003170635,0.00220081,0.00152181,0.001048745,0.00072056,0.000493736,0.000337489,0.000230177,0.000156671,0.000106443,7.22E-05,4.89E-05,3.31E-05,2.23E-05,1.51E-05,1.01E-05,6.83E-06,4.59E-06
single-family detached,3000-3999,7,<100,0.273203827,0.176876437,0.154822216,0.120722829,0.088365558,0.062147684,0.042520813,0.028511828,0.018826344,0.012281102,0.007933164,0.005083197,0.003234993,0.002046889,0.001288687,0.000807817,0.000504453,0.000313949,0.0001948,0.000120543,7.44E-05,4.63E-05,2.82E-05,1.73E-05,1.06E-05,6.48E-06,3.95E-06,2.41E-06,1.47E-06,8.94E-07,5.43E-07,3.30E-07
single-family detached,3000-3999,7,201+,0.254693238,0.110175395,0.113425805,0.104023617,0.089554936,0.074079051,0.059612313,0.047013592,0.036511386,0.028013257,0.021283189,0.016039512,0.01200581,0.008934625,0.006615969,0.004877789,0.003582567,0.002622389,0.001979782,0.001392863,0.001011268,0.000732593,0.000529643,0.00038221,0.00027535,0.000198057,0.000142256,0.000102039,7.31E-05,5.23E-05,3.74E-05,2.67E-05
single-family detached,3000-3999,7,200,0.197022077,0.099100022,0.106461834,0.101884228,0.091528738,0.079005313,0.066342189,0.054597178,0.044245389,0.03542389,0.028084214,0.022085623,0.017250548,0.013396172,0.010351202,0.007963671,0.00610348,0.00466201,0.003550254,0.002696315,0.002042779,0.001544226,0.001164995,0.000877276,0.000659497,0.000495006,0.000371007,0.000277698,0.000207597,0.000155013,0.000364405,8.62E-05
single-family detached,3000-3999,7,126-199,0.284047615,0.133308781,0.128544413,0.110418153,0.089035919,0.068982403,0.051993143,0.038406146,0.027936552,0.020075912,0.014286162,0.010084101,0.007069761,0.004927842,0.003417756,0.002360141,0.00162359,0.001113131,0.000760863,0.000518671,0.00035271,0.000239321,0.000162057,0.000109536,7.39E-05,4.98E-05,3.35E-05,2.25E-05,1.51E-05,1.92E-05,6.78E-06,4.53E-06
single-family detached,3000-3999,7,125,0.284047615,0.133308781,0.128544413,0.110418153,0.089035919,0.068982403,0.051993143,0.038406146,0.027936552,0.020075912,0.014286162,0.010084101,0.007078843,0.004927842,0.003417756,0.002360141,0.00162359,0.001113131,0.000760863,0.000518671,0.00035271,0.000239321,0.000162057,0.000109536,7.39E-05,4.98E-05,3.35E-05,2.25E-05,1.51E-05,1.01E-05,6.78E-06,4.53E-06
single-family detached,3000-3999,7,101-124,0.284047615,0.133308781,0.128544413,0.110418153,0.089035919,0.068982403,0.051993143,0.038415228,0.027936552,0.020075912,0.014286162,0.010084101,0.007069761,0.004927842,0.003417756,0.002360141,0.00162359,0.001113131,0.000760863,0.000518671,0.00035271,0.000239321,0.000162057,0.000109536,7.39E-05,4.98E-05,3.35E-05,2.25E-05,1.51E-05,1.01E-05,6.78E-06,4.53E-06
single-family detached,3000-3999,7,100,0.273203827,0.176876437,0.154822216,0.120722829,0.088365558,0.062147684,0.042520813,0.028511828,0.018826344,0.012281102,0.007933164,0.005083197,0.003234993,0.002046889,0.001288687,0.000807817,0.000504453,0.000314456,0.0001948,0.000120543,7.44E-05,4.58E-05,2.82E-05,1.73E-05,1.06E-05,6.48E-06,3.95E-06,2.41E-06,1.47E-06,8.94E-07,5.43E-07,3.30E-07
single-family detached,3000-3999,6,<100,0.273129818,0.168172621,0.15023306,0.11955616,0.089311854,0.064105893,0.044763237,0.030633168,0.020643331,0.013743521,0.00906054,0.005925043,0.003848352,0.002485093,0.001596771,0.00102154,0.000651043,0.000413519,0.000261861,0.000165376,0.000104187,6.55E-05,4.11E-05,2.57E-05,1.61E-05,1.00E-05,6.26E-06,3.89E-06,2.42E-06,1.50E-06,9.32E-07,5.78E-07
single-family detached,3000-3999,6,201+,0.26193607,0.102624802,0.107270312,0.09988484,0.087308618,0.073326837,0.059910572,0.047972338,0.037826462,0.029466664,0.022730239,0.017392356,0.013217785,0.009987194,0.007508628,0.005620696,0.004191422,0.003115043,0.002308114,0.001705593,0.001257284,0.000924762,0.00078114,0.000497358,0.000363791,0.000265679,0.000193747,0.000141102,0.000102634,7.46E-05,5.41E-05,3.92E-05
single-family detached,3000-3999,6,200,0.202188814,0.092313588,0.100539175,0.097543386,0.088837809,0.077740289,0.066180363,0.055215249,0.045363479,0.036820024,0.029593722,0.023593722,0.018682681,0.014708436,0.011521952,0.008986655,0.006982514,0.005407008,0.004174386,0.003582958,0.002468617,0.001891875,0.001446956,0.001104631,0.000841866,0.000640605,0.000486756,0.000369361,0.00027993,0.000211907,0.00016024,0.000121047
single-family detached,3000-3999,6,126-199,0.290062731,0.124912306,0.122560058,0.107123688,0.08789407,0.069291815,0.053142133,0.039943206,0.029564074,0.021618027,0.01565329,0.011257968,0.00802035,0.00568846,0.004014471,0.002820813,0.001974523,0.001377467,0.000958056,0.000664547,0.000459833,0.000317478,0.000218751,0.000150448,0.000103296,7.08E-05,4.85E-05,3.31E-05,2.26E-05,1.54E-05,1.05E-05,7.15E-06
single-family detached,3000-3999,6,125,0.290062731,0.124912306,0.122560058,0.107123688,0.08789407,0.069291815,0.053142133,0.039943206,0.029579189,0.021618027,0.01565329,0.011242853,0.00802035,0.00568846,0.004014471,0.002820813,0.001974523,0.001377467,0.000958056,0.000664547,0.000459833,0.000317478,0.000218751,0.000150448,0.000103296,7.08E-05,4.85E-05,3.31E-05,2.26E-05,1.54E-05,1.05E-05,7.15E-06
single-family detached,3000-3999,6,101-124,0.290062731,0.124912306,0.122560058,0.107123688,0.08789407,0.069291815,0.053142133,0.039943206,0.029564074,0.021633141,0.01565329,0.011242853,0.00802035,0.00568846,0.004014471,0.002820813,0.001974523,0.001377467,0.000958056,0.000664547,0.000459833,0.000317478,0.000218751,0.000150448,0.000103296,7.08E-05,4.85E-05,3.31E-05,2.26E-05,1.54E-05,1.05E-05,7.15E-06
single-family detached,3000-3999,6,100,0.273129818,0.168172621,0.15023306,0.119555225,0.089311854,0.064105893,0.044763237,0.030633168,0.020643331,0.013743521,0.00906054,0.005925043,0.003848352,0.002485093,0.001596771,0.00102154,0.000651043,0.000413519,0.000261861,0.000165376,0.000104187,6.55E-05,4.11E-05,2.57E-05,1.61E-05,1.00E-05,6.26E-06,4.83E-06,2.42E-06,1.50E-06,9.32E-07,5.78E-07
single-family detached,3000-3999,5,<100,0.27421707,0.159449126,0.145283462,0.117924228,0.089851928,0.065780938,0.046849764,0.032701046,0.02247674,0.015262841,0.010264713,0.006845363,0.004534857,0.002986862,0.001957488,0.001277308,0.000830297,0.000537902,0.000347427,0.000223794,0.000143805,9.22E-05,5.90E-05,3.77E-05,2.40E-05,1.53E-05,9.72E-06,6.17E-06,3.91E-06,2.48E-06,1.57E-06,9.91E-07
single-family detached,3000-3999,5,201+,0.270404583,0.095313739,0.101100566,0.095531038,0.084736964,0.072218691,0.059877133,0.048654083,0.03893095,0.030775217,0.024090457,0.018705542,0.014425851,0.01106107,0.008438885,0.006410406,0.004850959,0.003658484,0.00275084,0.002062787,0.001543061,0.001151729,0.00085791,0.000637869,0.000473463,0.000506587,0.000259664,0.000191902,0.000141647,0.000104431,7.69E-05,5.66E-05
single-family detached,3000-3999,5,200,0.208452743,0.085775357,0.094660045,0.093060139,0.085881217,0.076151943,0.065689879,0.055534497,0.046232209,0.038023916,0.03096755,0.025554866,0.020073145,0.016013166,0.012710752,0.010045643,0.00790908,0.006205912,0.00485485,0.003787659,0.002947853,0.002289176,0.001774094,0.001372374,0.001059822,0.000817175,0.000629173,0.000483776,0.000371516,0.000284976,0.000218357,0.000167142
single-family detached,3000-3999,5,126-199,0.29735126,0.116686753,0.116430925,0.103492282,0.08635452,0.069232577,0.054021776,0.041274098,0.031067193,0.023102386,0.017011768,0.012425774,0.009014534,0.006502011,0.004666426,0.003334521,0.002373692,0.001684017,0.001191131,0.000840228,0.000591255,0.000415136,0.000290891,0.000203455,0.00014206,9.90E-05,6.89E-05,4.79E-05,3.33E-05,2.31E-05,1.60E-05,1.11E-05
single-family detached,3000-3999,5,125,0.29735126,0.116686753,0.116430925,0.103492282,0.08635452,0.069232577,0.05399712,0.041274098,0.031067193,0.023102386,0.017011768,0.012425774,0.009014534,0.006502011,0.004666426,0.003334521,0.002373692,0.001684017,0.001191131,0.000840228,0.000591255,0.000415136,0.000290891,0.000203455,0.000166717,9.90E-05,6.89E-05,4.79E-05,3.33E-05,2.31E-05,1.60E-05,1.11E-05
single-family detached,3000-3999,5,101-124,0.29735126,0.116686753,0.116455581,0.103492282,0.08635452,0.069232577,0.05399712,0.041274098,0.031067193,0.023102386,0.017011768,0.012425774,0.009014534,0.006502011,0.004666426,0.003334521,0.002373692,0.001684017,0.001191131,0.000840228,0.000591255,0.000415136,0.000290891,0.000203455,0.00014206,9.90E-05,6.89E-05,4.79E-05,3.33E-05,2.31E-05,1.60E-05,1.11E-05
